strain,sex,animal_id,WBC,RBC,mHGB,HCT,MCV,MCH,MCHC,CHCM,RDW,HDW,NEUT,LYM,MONO,EOS,LUC,BASO,Retic,cHGB,PLT,MPV,Fib,PT,PTT
NZW/LacJ,m,1058M06,12.7,8.88,14.1,39.9,45,15.9,35.4,32.4,15.8,2.55,14.3,79,1.6,0.6,0.9,3.7,4.3,13,1480,13,281,9.4,19.9
NZW/LacJ,m,1058M07,13.2,9.51,15,44.4,46.7,15.8,33.9,31.5,18.3,3.29,35.2,60.8,1.6,1.2,1.2,6.8,5.1,14,1660,10.1,274,9.58,20.7
NZW/LacJ,m,1058M08,13.5,7.84,12.3,35.9,45.8,15.7,34.2,31.5,18.7,2.98,19.8,73.5,1.6,0.5,1.2,3.4,4.8,11.3,1960,10,429,8.75,20.3
NZW/LacJ,m,1058M09,14.6,8.87,14.4,41.5,46.8,16.2,34.6,32.2,16.2,2.66,23.7,73,1.3,0.7,1.2,5.9,5.1,13.3,1510,10.5,300,9.59,19.7
NZW/LacJ,m,1058M10,12.2,8.45,13.4,39.6,46.9,15.9,33.9,31.9,18.6,2.96,19.2,71.6,2.9,0.8,1.1,4.5,8.8,12.6,1670,7.9,278,9.37,20.1
PERA/EiJ,f,0930F21,11,9.42,14.2,39,41.4,15.1,36.5,34,17.6,2.78,9.1,82.4,1.9,4.7,0.6,1.2,6.3,13.2,2280,4.8,,,
PERA/EiJ,f,0930F22,10.7,10,15.4,41.8,41.7,15.3,36.8,33.9,15.6,2.43,12.8,80.7,0.8,3.8,0.3,1.5,2.9,14.2,1860,6.5,,,
PERA/EiJ,f,0930F23,7.39,9.25,15.7,45.6,49.2,16.9,34.4,32.1,22.7,2.85,11.7,82.1,1.7,2.9,0.5,1.2,4.4,14.6,961,5.7,107,12,26.4
PERA/EiJ,f,0930F24,12.2,10.8,16.6,43.7,40.5,15.4,37.9,36.5,15.1,2.57,13.2,80.9,0.9,2.9,0.4,1.8,2.1,16,1330,3.9,,12.1,25.8
PERA/EiJ,f,0930F25,13.5,9.19,14.2,39.3,42.8,15.4,36,35.9,18.9,3.16,14.4,78.6,2.2,2.4,0.4,2,4.4,14.1,2020,4,,,
PERA/EiJ,f,0930F26,7.78,9.27,14.5,41.6,44.9,15.7,34.9,35.1,19.4,2.96,21.3,69.4,1.6,4.5,0.4,2.8,4.6,14.6,1190,5,,12.3,33.4
PERA/EiJ,f,0930F27,12.3,8.38,13.2,37.9,45.2,15.7,34.8,33.9,26.1,3.39,13.1,81.8,2.6,1.1,0.8,0.7,,12.8,2410,4.6,,11.9,33.8
PERA/EiJ,f,0930F28,11.5,9.77,14.9,39.7,40.6,15.2,37.5,36.3,16.7,2.93,11.6,82.6,1.5,2.3,0.4,1.5,4.3,14.4,1780,5.1,178,11.6,26.1
PERA/EiJ,f,0930F29,14.3,10.3,15.2,41.3,40.1,14.8,36.9,36.2,15.9,2.77,12.1,82.7,1.3,2.5,0.5,0.9,3.8,14.9,1680,5.1,,11.7,27.7
PERA/EiJ,f,0930F37,10.7,10.2,15.8,45.2,44.1,15.5,35,33,17.5,2.7,10.7,83.9,1.2,3.1,0.6,0.5,3.7,14.9,1870,5.3,193,10.6,25.4
PERA/EiJ,f,0930F38,10.5,9.43,14.6,41.3,43.8,15.4,35.2,33.3,19.4,2.87,14.3,77.6,1.2,6.1,0.5,0.2,8.9,13.8,1420,5.8,181,11.6,26
PERA/EiJ,f,0930F61,,,,,,,,,,,,,,,,,,,,,,11.3,25.1
PERA/EiJ,f,0930F62,,,,,,,,,,,,,,,,,,,,,,11.4,25.9
PERA/EiJ,f,0930F65,,,,,,,,,,,,,,,,,,,,,146,,
PERA/EiJ,f,0930F66,,,,,,,,,,,,,,,,,,,,,130,,
PERA/EiJ,f,0930F67,,,,,,,,,,,,,,,,,,,,,145,,
PERA/EiJ,f,0930F68,,,,,,,,,,,,,,,,,,,,,125,,
PERA/EiJ,f,0930F70,,,,,,,,,,,,,,,,,,,,,133,,
PERA/EiJ,m,0930M22,12.9,10,14.8,41.3,41.2,14.8,35.9,36.4,13.6,2.44,20.4,72.9,1.8,2.7,0.5,1.7,1.8,15,1470,3.7,,9.67,29.4
PERA/EiJ,m,0930M23,11,10.2,15.3,42.3,41.5,15,36.2,36.2,15.2,2.79,19.7,71,2.1,4.3,0.5,2.4,4,15.3,1560,4.6,,,
PERA/EiJ,m,0930M24,13.6,9.87,14.4,40.6,41.2,14.6,35.4,35.9,14.6,2.69,18.9,74.8,1.5,3.2,0.6,1,2.6,14.6,1860,4.3,,12.3,28.5
PERA/EiJ,m,0930M25,10,7.37,12.5,36.1,49,17,34.6,35.1,23.7,4.03,18.9,72,2.3,3.6,0.6,2.7,11.9,12.7,1140,5.6,265,11.6,25.1
PERA/EiJ,m,0930M26,9.27,6.88,12.2,36.7,53.4,17.7,33.1,33.7,25.2,4.08,21.5,71.2,1.9,2.1,1,2.4,15.9,12.4,2260,4.5,,,
PERA/EiJ,m,0930M27,12.4,9.45,15.7,45.4,48,16.6,34.7,34.7,21.3,3.28,17.2,76.5,1.8,2.1,0.4,2.1,8.5,15.7,1180,4.9,,,
PERA/EiJ,m,0930M28,13.4,8.17,13,37.3,45.7,15.9,34.9,34.9,21.5,3.62,19,74.8,1.5,2.4,0.5,1.7,10.1,13,2340,4.1,,,
PERA/EiJ,m,0930M29,9.45,10.7,16.2,48.6,45.2,15.1,33.4,32.1,16.9,2.67,14.4,80.2,2.2,2,0.7,0.5,4.2,15.6,1800,4.4,206,,25.8
PERA/EiJ,m,0930M50,,,,,,,,,,,,,,,,,,,,,209,,
PERA/EiJ,m,0930M51,,,,,,,,,,,,,,,,,,,,,213,11.7,23.3
PERA/EiJ,m,0930M52,,,,,,,,,,,,,,,,,,,,,224,,23
PERA/EiJ,m,0930M53,,,,,,,,,,,,,,,,,,,,,241,11.9,
PERA/EiJ,m,0930M54,,,,,,,,,,,,,,,,,,,,,223,11.6,
PERA/EiJ,m,0930M55,,,,,,,,,,,,,,,,,,,,,230,11.6,
PERA/EiJ,m,0930M67,,,,,,,,,,,,,,,,,,,,,,11,22.5
PERA/EiJ,m,0930M68,,,,,,,,,,,,,,,,,,,,,,11.1,22.3
PERA/EiJ,m,0930M69,,,,,,,,,,,,,,,,,,,,,,11,21.9
PL/J,f,0680F01,7.4,10.3,16.3,44.9,43.5,15.8,36.2,32.9,14.3,2.25,14.9,80.3,1.8,2.7,0.3,7.7,1.2,14.8,2110,13.1,156,10.1,31.9
PL/J,f,0680F02,7.35,10.1,16.1,44.6,44.1,15.9,36,31.8,16.1,2.26,15,76.6,1.9,2.5,0.3,3.7,3.3,14.2,1790,13.5,131,10.6,
PL/J,f,0680F03,9.87,10.6,16.2,46.2,43.6,15.3,35.2,32.3,16.8,3.48,16.7,76.2,1.3,5.5,0.3,7.3,1.3,14.9,2070,14.7,,10.4,
PL/J,f,0680F04,10.8,10.4,16.5,46.6,44.8,15.9,35.5,31.6,15.1,2.13,16.4,75.2,2.8,1.9,0.5,3.2,2.8,14.7,2110,14.1,148,,
PL/J,f,0680F05,12.1,10.1,15.9,44.4,44.1,15.9,36,32.2,15,2.1,14.8,77,1.9,2.3,0.5,3.5,3.3,14.3,2080,11.8,,11.3,39.5
PL/J,f,0680F06,10.5,8.97,14.3,39.6,44.2,15.9,36,31.6,19.8,4.21,18.2,76.4,1,4.2,0.2,7,3,12.5,2050,15.9,,10.3,
PL/J,f,0680F07,8.9,10.8,16.9,47.4,43.9,15.6,35.6,31.8,15.2,2.34,17.2,74.9,2.5,5.1,0.4,5.6,2.8,15,1930,12.9,112,10.7,
PL/J,f,0680F08,10.1,10.3,16.2,46.5,45.1,15.7,34.7,30.9,14.7,2.06,11.1,81.1,2.5,2.7,0.5,2.1,2.8,14.4,2060,11.5,81,11.4,
PL/J,f,0680F09,9.47,9.78,14.5,41.6,42.5,14.8,34.8,32.4,16.5,2.3,12,78.7,1.8,2.9,0.4,4.2,3.9,13.5,2030,8.4,,,
PL/J,f,0680F10,6.06,9.22,15,41.7,45.2,16.3,36.1,31.6,16.1,2.39,7.5,87,2.2,3,0.3,5.5,4.3,13.2,2020,13.6,183,10.8,
PL/J,f,0680F11,,,,,,,,,,,,,,,,,,,,,,10.5,
PL/J,f,0680F12,,,,,,,,,,,,,,,,,,,,,180,9.72,
PL/J,f,0680F13,5.87,8.82,14.5,40.1,45.5,16.5,36.2,33.1,19.1,3.49,12.3,81.8,1.8,2.3,0.5,1.3,6.1,13.3,2000,14,141,10.2,
PL/J,f,0680F14,6.04,8.31,13.6,37.6,45.3,16.4,36.2,33.5,21,4.42,10.8,84,1.1,2.4,0.2,1.5,6.6,12.6,1790,12.9,82.3,10.4,
PL/J,f,0680F15,5.91,8.99,15.2,42.7,47.5,16.9,35.6,31.6,18.3,2.69,13.3,78.1,1.5,5.5,0.3,1.3,2.6,13.5,1710,16.9,146,10.4,
PL/J,f,0680F16,8.63,8.53,14.7,38.7,45.4,17.3,38.1,32.5,18.1,3.02,7.4,86.5,1.2,3.2,0.6,1.1,6,12.6,1900,18.9,161,9.83,
PL/J,f,0680F17,7.97,10.1,15.5,48.3,48,15.4,32.1,30.3,16.3,2.13,8.9,87.3,1.2,1.9,0.5,0.1,4.3,14.7,1260,5.8,,12.4,
PL/J,f,0680F18,7.71,9.61,15.9,45.7,47.6,16.6,34.8,31,17.4,2.74,11.4,80.3,1.7,5.1,0.4,1.1,5.6,14.2,1560,18,,10.4,
PL/J,f,0680F20,,,,,,,,,,,,,,,,,,,,,158,10.1,
PL/J,f,0680F21,,,,,,,,,,,,,,,,,,,,,,12.3,
PL/J,f,0680F22,,,,,,,,,,,,,,,,,,,,,105,11.5,
PL/J,f,0680F23,,,,,,,,,,,,,,,,,,,,,222,10.2,30.9
PL/J,f,0680F24,,,,,,,,,,,,,,,,,,,,,139,11,
PL/J,f,0680F25,,,,,,,,,,,,,,,,,,,,,224,10.5,29.1
PL/J,f,0680F26,,,,,,,,,,,,,,,,,,,,,156,11.4,
PL/J,f,0680F27,,,,,,,,,,,,,,,,,,,,,143,10.7,32
PL/J,f,0680F28,,,,,,,,,,,,,,,,,,,,,,9.98,29
PL/J,f,0680F30,,,,,,,,,,,,,,,,,,,,,198,10.8,
PL/J,f,0680F31,,,,,,,,,,,,,,,,,,,,,177,9.98,29.3
PL/J,f,0680F32,,,,,,,,,,,,,,,,,,,,,98.7,10.9,
PL/J,f,0680F41,,,,,,,,,,,,,,,,,,,,,161,9.09,34.9
PL/J,f,0680F42,,,,,,,,,,,,,,,,,,,,,,9.24,37.8
PL/J,f,0680F43,,,,,,,,,,,,,,,,,,,,,195,8.94,29.4
PL/J,f,0680F44,,,,,,,,,,,,,,,,,,,,,106,10.9,
PL/J,f,0680F45,,,,,,,,,,,,,,,,,,,,,118,9.78,
PL/J,f,0680F47,,,,,,,,,,,,,,,,,,,,,,9.46,
PL/J,f,0680F91,,,,,,,,,,,,,,,,,,,,,,9.87,
PL/J,f,0680F92,,,,,,,,,,,,,,,,,,,,,,9.82,
PL/J,f,0680F95,,,,,,,,,,,,,,,,,,,,,,10.3,
PL/J,f,0680F96,,,,,,,,,,,,,,,,,,,,,155,9.92,
PL/J,f,0680F97,,,,,,,,,,,,,,,,,,,,,140,9.83,
PL/J,m,0680M01,6.7,10.3,16.3,46.8,45.5,15.8,34.9,33.2,16.3,2.48,17.2,71.6,2.2,,0.8,0.2,3.2,15.6,1120,4.8,147,10,38.6
PL/J,m,0680M03,6.61,8.47,14.1,38.3,45.2,16.6,36.8,34.3,17.4,3.46,14.4,78.4,2.7,3.1,0.9,0.4,6.1,13.2,2200,4.7,201,9.55,33.9
PL/J,m,0680M04,7.06,8.48,13.6,38,44.8,16,35.7,32.9,18.1,3.11,18.9,71.5,4.2,4.4,0.6,0.4,7,12.5,2640,4.6,198,9.45,34.5
PL/J,m,0680M05,6.04,8.92,14.8,40.3,45.2,16.6,36.7,34,16.1,2.78,16.1,74.8,3.2,4.8,0.8,0.4,5.3,13.7,1970,4.7,215,9.45,28.8
PL/J,m,0680M06,6.22,9.2,15.1,41.9,45.5,16.4,36.1,33.9,16.2,2.66,26.1,67.8,2.2,2.4,1.3,0.1,4.3,14.2,1510,4.6,211,10.2,
PL/J,m,0680M07,6.94,11.4,15.8,52,45.8,14,30.5,33.6,17.3,2.7,18.7,73.4,4,2.6,0.9,0.4,3.7,17.5,1630,4.6,177,9.65,29.8
PL/J,m,0680M08,6.76,9.87,15.7,44.3,44.9,15.9,35.5,34.7,15.6,2.62,22,72,2.4,2.5,0.8,0.3,3.7,15.4,1310,4.6,188,9.54,30.5
PL/J,m,0680M10,7.11,9.58,16.4,44.9,46.9,17.2,36.6,33.6,15.6,2.5,15.3,79.7,1.7,1.9,1.1,0.3,3.8,15.1,1440,4.6,172,9.91,33.9
PL/J,m,0680M11,8.88,9.96,15.8,45.3,45.5,15.8,34.8,33.3,16,2.81,11.4,83.4,2.1,2.1,0.8,0.3,4.9,15.1,1270,4.7,182,11.1,
PL/J,m,0680M12,7.9,8.27,13.5,41.9,50.7,16.3,32.2,31.2,21.6,3.97,15.1,79.2,2.6,1.5,1.3,0.4,,13.1,1690,5.4,154,11.5,
PL/J,m,0680M13,,,,,,,,,,,,,,,,,,,,,97.3,12.6,
PL/J,m,0680M14,,,,,,,,,,,,,,,,,,,,,243,9.73,37.2
PL/J,m,0680M21,,,,,,,,,,,,,,,,,,,,,274,9.1,44.8
PL/J,m,0680M22,,,,,,,,,,,,,,,,,,,,,263,11.1,
PL/J,m,0680M23,,,,,,,,,,,,,,,,,,,,,246,10.4,
PWK/PhJ,f,3715F08,3.35,8.87,14.4,42.3,47.7,16.2,34,33.2,21.9,5.2,19.6,57.4,0.6,19.3,0.3,2.8,1.5,14,620,4.1,,10.3,
PWK/PhJ,f,3715F09,3.96,9.06,14.6,43.4,47.9,16.1,33.6,32.1,22.2,5.07,18.3,63.8,1,13.1,0.5,3.3,3.1,13.9,789,12.1,,10.8,
PWK/PhJ,f,3715F10,5.59,8.63,13.9,41.9,48.6,16.1,33.2,32.1,23,3.9,18.1,67,0.6,12.4,0.5,1.3,2.6,13.5,584,4.3,,10.4,
PWK/PhJ,f,3715F60,7.88,8.86,14.1,41.9,47.3,15.9,33.7,33.3,22.4,5.56,17.9,67.2,1.1,11.9,0.4,1.5,3.5,14,738,4.2,237,10.4,
PWK/PhJ,f,3715F61,5.2,8.77,14.7,42.2,48.1,16.7,34.7,33.3,17.4,2.51,15.5,69.5,1.1,12.7,0.4,0.8,3,14,721,4.3,202,10.7,
PWK/PhJ,f,3715F62,5.64,8.78,14,39.8,45.4,15.9,35.1,34.3,18.7,3.52,13.7,68,1.1,16.2,0.4,0.6,3.6,13.7,792,4.4,242,10.5,
PWK/PhJ,f,3715F63,7.02,8.6,16.9,44.8,52.1,19.6,37.7,31.3,26.7,7.9,19.8,75.9,1.4,2.3,0.6,,4.1,14,1210,5.7,222,10.3,
PWK/PhJ,f,3715F64,6.31,9.17,15.3,44.2,48.2,16.7,34.6,34.7,17.2,2.84,18.2,69.5,1.3,7.1,0.5,3.5,1.1,15.4,626,6.2,244,,
PWK/PhJ,f,3715F65,8.3,9.21,15.5,44.4,48.2,16.9,35,34.2,18.2,3.6,21,73.1,1.5,1.6,0.4,2.4,2,15.2,773,7.1,172,,
PWK/PhJ,f,3715F66,6.6,9.3,15.8,44.7,48.1,17,35.5,34,16,2.43,14.6,75.2,1.2,7.1,0.5,1.4,1.9,15.2,784,11.1,208,,
PWK/PhJ,f,3715F67,4.8,9.31,15.5,43.9,47.1,16.7,35.4,33.4,16.9,2.62,19.7,76.4,1.4,1.3,0.2,1,1.2,14.7,649,4.4,185,10.3,
PWK/PhJ,f,3715F68,7.41,9.59,15.5,45.3,47.2,16.2,34.3,34,16,2.32,15.7,74,1.6,7.2,0.4,1,1.3,15.4,630,4,199,10.6,
PWK/PhJ,f,3715F69,5.22,9.46,15.2,43.3,45.7,16,35.1,34.5,16.5,2.34,13.5,81.7,1.6,2.1,0.4,0.8,1.2,14.9,529,3.8,174,10.8,
PWK/PhJ,f,3715F90,,,,,,,,,,,,,,,,,,,,,,,16.7
PWK/PhJ,f,3715F91,,,,,,,,,,,,,,,,,,,,,,,18
PWK/PhJ,f,3715F92,,,,,,,,,,,,,,,,,,,,,,,16.7
PWK/PhJ,f,3715F93,,,,,,,,,,,,,,,,,,,,,,,17.1
PWK/PhJ,f,3715F94,,,,,,,,,,,,,,,,,,,,,,,19.5
PWK/PhJ,f,3715F95,,,,,,,,,,,,,,,,,,,,,,,17.8
PWK/PhJ,m,3715M01,6.3,9.04,13.3,40,44.2,14.7,33.2,32.5,17.6,2.84,13,78,1,4.6,0.4,3,4.2,13,830,6.9,173,10.7,
PWK/PhJ,m,3715M02,5.6,9.71,14.9,44.6,45.9,15.4,33.5,31.9,16.8,2.37,14.3,64.7,1,14.6,0.5,4.9,4,14.2,903,7.7,188,10.8,
PWK/PhJ,m,3715M03,7.29,9.68,14.4,43,44.5,14.8,33.4,31.8,18,2.95,14.3,64.3,1.3,15.5,0.4,4.2,5,13.7,869,7.3,182,10.6,20.6
PWK/PhJ,m,3715M04,5.88,10.1,15,44.5,43.9,14.8,33.7,32.1,17.4,2.56,14.1,63.3,1.4,17.6,0.5,3.2,4.2,14.3,934,6.2,176,10.6,20.7
PWK/PhJ,m,3715M05,5.38,9.47,14.1,42.2,44.6,14.9,33.4,32.1,16.8,2.51,12.1,68.1,1,14.4,0.2,4,4.4,13.5,888,6.1,180,10.4,
PWK/PhJ,m,3715M06,6.62,10.4,15.2,46,44.1,14.6,33.1,31.9,17.2,2.65,18.2,62.9,1.3,13.9,0.4,3.4,4.6,14.7,884,6.4,208,11,21.4
PWK/PhJ,m,3715M07,7.27,9.59,14.4,43.5,45.4,15,33,32.2,19.1,3.65,11.3,70.5,1.1,12.1,0.4,4.6,4.4,14,955,6.2,195,10.4,20.1
PWK/PhJ,m,3715M08,7.2,9.8,14.8,44.6,45.6,15.1,33.1,32.2,17.8,2.72,12.5,68.7,1.3,12.3,0.4,4.8,4.6,14.4,667,6.1,195,10.9,20.4
PWK/PhJ,m,3715M09,6.18,9.89,14.8,45.3,45.8,15,32.8,31.4,18,2.43,16.9,68.9,1.4,8.6,0.3,3.8,4.7,14.2,1060,6.6,207,10.8,20.4
PWK/PhJ,m,3715M10,4.95,9.96,14.3,45,45.2,14.3,31.7,30.8,19.9,2.52,15.9,66.1,1.7,12,0.2,4,4.1,13.9,938,6.1,210,10.4,
PWK/PhJ,m,3715M11,7.21,9.03,13.8,40.8,45.2,15.3,33.9,32.2,19,3.26,17.2,68.9,1,9,0.7,3.2,5.2,13.1,1030,12.1,198,10.8,20.7
PWK/PhJ,m,3715M12,6.42,9.79,14.4,43.3,44.2,14.7,33.3,31.9,20.9,3.07,20,66.1,1.1,9.5,0.7,2.6,3.1,13.8,745,3.9,206,10.7,20.5
PWK/PhJ,m,3715M16,,,,,,,,,,,,,,,,,,,,,217,11.3,17.2
PWK/PhJ,m,3715M17,,,,,,,,,,,,,,,,,,,,,87.6,,21.6
PWK/PhJ,m,3715M18,,,,,,,,,,,,,,,,,,,,,,11.8,18
PWK/PhJ,m,3715M19,,,,,,,,,,,,,,,,,,,,,198,11.3,17.3
RF/J,f,0682F01,,,,,,,,,,,,,,,,,,,,,193,10,26.2
RF/J,f,0682F02,6.9,9.59,14.6,43.1,45,15.2,33.8,33.7,19.8,3.65,9.7,85.1,0.8,3.4,0.7,0.3,2.6,14.5,937,4.9,205,10,26.4
RF/J,f,0682F03,8.39,8.82,13.8,46,52.1,15.7,30.1,27.2,25.2,8.51,7.8,87.1,1.1,1.8,0.7,1.4,1.8,12.5,1790,5,175,8.89,27.8
RF/J,f,0682F04,6.6,9.3,14.2,46.7,50.3,15.3,30.4,28.9,26.7,8.44,13.6,84.2,0.8,0.7,0.4,0.3,1.1,13.5,1390,4.8,160,9.57,28
RF/J,f,0682F05,5.78,9.86,15.5,43.4,44,15.7,35.7,33.9,16.1,2.81,8.9,86.5,0.5,3,0.7,0.4,2.9,14.7,1280,6.7,196,10.2,29.5
RF/J,f,0682F06,6.4,9.52,15.3,42.6,44.8,16,35.9,33.8,16.7,2.57,9.7,85.9,0.7,2.4,0.9,0.4,1.9,14.4,1210,4.7,225,9.25,23.3
RF/J,f,0682F07,5.83,8.88,14.2,43.8,49.3,16,32.5,30.9,26.9,7.73,9.9,84.8,0.8,3.6,0.4,0.5,3.1,13.5,1240,4.7,163,10.6,31.5
RF/J,f,0682F08,8.07,8.62,13.9,39.8,46.1,16.1,34.9,33.7,18.5,3.83,10.8,85.7,0.7,1.6,0.9,0.3,3.6,13.4,1110,4.7,196,9.78,27.2
RF/J,f,0682F09,9.86,11,17,50.5,45.9,15.5,33.7,34.6,15.2,2.07,6.9,89.4,0.5,1.2,0.7,1.4,1.8,17.5,1280,5.5,224,9.26,24
RF/J,f,0682F10,7.77,9.86,15.5,46.3,47,15.7,33.4,34,14.9,1.9,8.3,89,0.4,1,0.7,0.6,1.4,15.8,1140,5.7,187,9.71,23.1
RF/J,f,0682F11,6.11,9.55,15.1,45.7,47.9,15.8,33.1,30.9,16.2,1.89,8.5,88.7,0.6,1.8,0.4,,2.4,14.1,780,6.4,,,
RF/J,m,0682M01,10.9,10.3,15.2,45.6,44.1,14.7,33.4,34,17,3.42,10.4,84.9,1.3,2.2,0.6,0.7,3.1,15.5,771,3.9,281,9.88,25.8
RF/J,m,0682M02,9.31,9.91,15,44.3,44.7,15.1,33.9,33.6,19.2,4.44,9.7,84.1,1.9,2.5,0.6,1.2,2.1,14.9,1070,4.2,222,9.03,23.1
RF/J,m,0682M03,8.61,10.5,15.6,45.5,43.4,14.9,34.2,34.2,17,3.19,10,84.8,1.6,2.6,0.4,0.7,3.2,15.6,763,3.9,254,10.4,
RF/J,m,0682M04,7.42,10,14.9,44.4,44.2,14.8,33.5,34.1,18.7,4.12,10.9,83.5,1.7,2.4,0.4,1.1,2,15.1,887,4.2,247,9.3,23.6
RF/J,m,0682M05,7.78,9.61,14.8,43.1,44.8,15.4,34.4,34.1,20,4.95,10.4,83.5,1.3,3,0.3,1.4,2.3,14.7,1340,4.3,300,9.78,23.6
RF/J,m,0682M06,7.35,9.63,14.9,44.6,46.3,15.4,33.4,33.5,21.2,4.9,12.8,80.1,1.8,3.2,0.4,1.6,2.1,15,1000,4.1,231,12.8,
RF/J,m,0682M07,8.1,7.54,13.1,36,47.8,17.4,36.4,31.6,22.1,3.38,11.6,80.2,1.1,6.2,0.4,0.5,,11.4,892,,202,9.65,25.1
RF/J,m,0682M08,8.9,8.65,13.8,39.3,45.4,16,35.2,32.1,19.6,3.23,12.1,80.2,1,5.5,0.4,0.8,8.9,12.6,1610,18.2,211,10.5,20.7
RF/J,m,0682M09,8.33,8.55,14.2,38.6,45.2,16.6,36.7,31.9,17.9,2.75,9.7,84.1,1.3,3.8,0.4,0.7,7.9,12.3,2100,15.8,208,8.98,24.3
RF/J,m,0682M10,9.01,10.4,16.5,49.9,48,15.8,33,30.2,18.4,2.35,7.6,88,1.4,2.1,0.6,0.2,8.9,15.1,1120,15.3,209,9.79,25
RF/J,m,0682M35,9.71,10.8,16.7,46.4,42.8,15.4,35.9,34.3,12.5,2.17,7.5,88.4,1.2,2.1,0.4,0.4,1.8,15.9,751,7.6,,,
RF/J,m,0682M36,9.02,10.9,16.8,47.1,43.2,15.4,35.6,34.1,12.5,2.11,6.9,90,1.1,1.1,0.6,0.3,1.9,16,827,7.9,,,
RF/J,m,0682M37,12,11,16.9,46.6,42.5,15.4,36.3,34.6,12.6,2.09,5.7,90.8,0.8,1.6,0.7,0.5,1.8,16.1,879,6.3,,,
RF/J,m,0682M38,12.3,10.9,16.4,46.5,42.6,15,35.3,34.4,12.7,2.11,7.7,88.2,0.8,2.3,0.7,0.3,1.9,16,637,3.9,,,
RF/J,m,0682M39,11,10.6,17,47.1,44.5,16,36,32.9,14,2.51,10.2,84.2,1.7,3,0.3,0.5,2.7,15.5,1370,15.8,,,
RF/J,m,0682M40,11.8,10.5,16.3,45.7,43.6,15.5,35.5,34.1,14.2,2.23,13.7,81.4,1.3,2.4,0.5,0.6,2.6,15.6,874,4.7,,,
RIIIS/J,f,0683F01,4.14,9.32,14.9,43.6,46.8,15.9,34.1,32.2,17.3,2.34,11.7,83.9,1.4,2.1,0.7,0.2,2.5,14,1300,4.9,,8.53,22.7
RIIIS/J,f,0683F02,4.72,7.55,12.7,36.4,48.1,16.8,34.9,32.6,18.7,2.76,7.8,88.8,0.6,2.2,0.4,0.2,5.8,11.9,1610,4.8,,,
RIIIS/J,f,0683F03,3.77,9.43,15.5,44.7,47.5,16.4,34.6,31.9,16.1,2.25,11.5,64.3,0.7,,1.1,1.2,1.8,14.3,624,5.9,,,
RIIIS/J,f,0683F04,4.87,9,,40.4,44.9,,,31.6,,2.38,7.8,81.7,1.2,7.8,1.1,0.4,4.1,12.7,166,6.6,194,10.5,30
RIIIS/J,f,0683F05,4.64,9.53,15.1,44.4,46.6,15.9,34,31.6,15.6,2.11,10.6,86.3,0.8,1.2,0.8,0.4,2.4,14,1310,4.7,,,
RIIIS/J,f,0683F06,3.46,9.39,15.3,44.4,47.2,16.3,34.6,31.6,16.5,2.23,9.7,88.3,0.6,0.7,0.5,0.2,3.2,14,1370,4.7,,9.1,29.9
RIIIS/J,f,0683F07,4.38,9.15,14.7,41.9,45.8,16,35,32.2,16.7,2.39,19.3,74.6,1.2,3.6,1,0.3,3.7,13.5,1230,4.8,,,
RIIIS/J,f,0683F08,5.31,9.41,,48.6,51.7,,,28.9,17.7,2.34,,79.8,0.6,9.4,,0.3,3.5,,497,5.9,,,
RIIIS/J,f,0683F09,7.45,9.93,15.7,47.8,48.1,15.8,32.8,33.4,16.8,2.07,9.5,85,0.6,0.6,0.6,3.8,1.6,15.9,1330,5.5,103,9.92,28.4
RIIIS/J,f,0683F10,5.36,9.37,14.8,47.3,50.4,15.8,31.4,31.8,16.1,2.02,10.3,86.4,0.6,0.6,0.5,1.7,3.2,15,1560,5.7,200,9.82,23.9
RIIIS/J,f,0683F11,,,,,,,,,,,,,,,,,,,,,,11.6,29.1
RIIIS/J,f,0683F12,4.24,8.96,14,44.7,49.9,15.6,31.3,29.9,14.7,1.75,3.8,90.7,0.5,1.1,0.5,3.4,2.4,13.4,1300,6,195,9.89,28.5
RIIIS/J,f,0683F24,,,,,,,,,,,,,,,,,,,,,195,10.7,
RIIIS/J,f,0683F26,,,,,,,,,,,,,,,,,,,,,208,9.92,26.1
RIIIS/J,f,0683F27,,,,,,,,,,,,,,,,,,,,,130,10.2,
RIIIS/J,f,0683F29,,,,,,,,,,,,,,,,,,,,,228,,
RIIIS/J,m,0683M01,4.2,9.43,14.4,42.4,44.9,15.3,34,31.4,14.4,2.26,11,73.8,0.8,12.5,1.5,0.4,2.9,13.3,595,5.3,258,10.3,31.8
RIIIS/J,m,0683M02,7.48,9.74,14.9,44.6,45.8,15.3,33.3,30.8,15.1,2.1,12.4,,,0,1.5,0.2,2.3,13.7,1210,5,259,10.5,32.8
RIIIS/J,m,0683M03,5.18,9.02,14.6,45.3,50.2,16.2,32.2,29.1,16.7,2.25,5.8,83.2,0.7,9.5,0.6,0.2,3.8,13.2,770,5.3,227,9.8,28
RIIIS/J,m,0683M04,4.05,8.98,,42.8,47.6,,,30.4,16.4,2.22,14.3,69.5,,,0.9,0.3,3.4,13,418,5.9,275,9.23,25
RIIIS/J,m,0683M05,,,,,,,,,,,,,,,,,,,,,277,9.83,26
RIIIS/J,m,0683M06,5.86,9.1,15.1,42.6,46.8,16.6,35.4,30.8,15.8,2.1,8.9,88.6,0.7,1.2,0.5,0.2,2.7,13.1,1460,4.8,276,9.78,25.5
